country,country_code,continent,sub_region,year,human_development_index,corruption_perception_index,population,life_exp,gdp_per_capita
Japan,JPN,Asia,Eastern Asia,2011,0.889,8.04,127252900,82.59121951,48167.99727
Jordan,JOR,Asia,Western Asia,2011,0.735,4.49,6760371,73.571,3807.324145
Kazakhstan,KAZ,Asia,Central Asia,2011,0.774,2.69,16554305,68.98,11634.0019
Kenya,KEN,Africa,Sub-Saharan Africa,2011,0.536,2.24,41419954,64.008,987.4453967
Kiribati,KIR,Oceania,Micronesia,2011,0.581,3.08,104662,65.481,1736.211995
Kuwait,KWT,Asia,Western Asia,2011,0.794,4.62,3239181,74.096,48268.5912
Latvia,LVA,Europe,Northern Europe,2011,0.812,4.19,2063661,73.57560976,13702.68947
Lebanon,LBN,Asia,Western Asia,2011,0.763,2.49,4591698,78.656,8734.189185
Lesotho,LSO,Africa,Sub-Saharan Africa,2011,0.479,3.52,2032950,51.53,1350.643252
Liberia,LBR,Africa,Sub-Saharan Africa,2011,0.416,3.19,4079574,60.155,589.1650146
Libya,LBY,Africa,Northern Africa,2011,0.706,2.01,6288652,71.598,5602.549434
Lithuania,LTU,Europe,Northern Europe,2011,0.83,4.75,3070593,73.56341463,14357.73523
Luxembourg,LUX,Europe,Western Europe,2011,0.892,8.51,519981,80.98780488,115761.5077
Madagascar,MDG,Africa,Sub-Saharan Africa,2011,0.506,3.04,21678867,63.836,454.963464
Malawi,MWI,Africa,Sub-Saharan Africa,2011,0.454,3,15226813,58.667,512.170232
Malaysia,MYS,Asia,South-eastern Asia,2011,0.776,4.31,28572970,74.408,10405.12062
Maldives,MDV,Asia,Southern Asia,2011,0.675,2.47,338618,76.259,7395.6878
Mali,MLI,Africa,Sub-Saharan Africa,2011,0.411,2.76,15639115,55.694,835.0889098
Malta,MLT,Europe,Southern Europe,2011,0.821,5.59,414075,80.74634146,22835.37683
Mauritania,MRT,Africa,Sub-Saharan Africa,2011,0.491,2.43,3683221,62.253,1389.67101
Mauritius,MUS,Africa,Sub-Saharan Africa,2011,0.756,5.07,1253089,73.26682927,9197.026972
Mexico,MEX,Americas,Latin America and the Caribbean,2011,0.748,2.97,120365271,76.251,9912.582362
Mongolia,MNG,Asia,Eastern Asia,2011,0.712,2.68,2759074,67.82,3769.595269
Montenegro,MNE,Europe,Southern Europe,2011,0.797,3.97,622957,75.7,7318.742449
Morocco,MAR,Africa,Northern Africa,2011,0.623,3.44,32531964,74.377,3039.916016
Mozambique,MOZ,Africa,Sub-Saharan Africa,2011,0.4,2.69,25016921,55.288,526.5313517
Myanmar,MMR,Asia,South-eastern Asia,2011,0.533,1.49,52125411,65.506,1186.423937
Namibia,NAM,Africa,Sub-Saharan Africa,2011,0.619,4.43,2240161,59.527,5600.971392
Nepal,NPL,Asia,Southern Asia,2011,0.538,2.21,27179237,68.329,692.1166842
Netherlands,NLD,Europe,Western Europe,2011,0.921,8.89,16689863,81.20487805,53540.60536
New Zealand,NZL,Oceania,Australia and New Zealand,2011,0.904,9.46,4404483,80.90487805,38426.55081
Nicaragua,NIC,Americas,Latin America and the Caribbean,2011,0.625,2.53,5807787,74.016,1682.957924
Niger,NER,Africa,Sub-Saharan Africa,2011,0.331,2.54,16946485,57.528,375.5828559
Nigeria,NGA,Africa,Sub-Saharan Africa,2011,0.507,2.45,163770669,51.279,2519.289941
Norway,NOR,Europe,Northern Europe,2011,0.941,8.99,4953945,81.29512195,100711.2248
Oman,OMN,Asia,Western Asia,2011,0.797,4.83,3210003,75.922,20986.08496
Pakistan,PAK,Asia,Southern Asia,2011,0.529,2.47,173669648,65.419,1226.215314
Panama,PAN,Americas,Latin America and the Caribbean,2011,0.765,3.27,3681979,77.021,9354.979419
Papua New Guinea,PNG,Oceania,Melanesia,2011,0.501,2.17,7001172,64.791,2474.061846
Paraguay,PRY,Americas,Latin America and the Caribbean,2011,0.679,2.22,6293763,72.47,5356.956969
Peru,PER,Americas,Latin America and the Caribbean,2011,0.725,3.39,29759891,73.883,5771.565878
Philippines,PHL,Asia,South-eastern Asia,2011,0.666,2.64,94501233,68.433,2352.518156
Poland,POL,Europe,Eastern Europe,2011,0.834,5.48,38594217,76.69512195,13890.69624
Portugal,PRT,Europe,Southern Europe,2011,0.824,6.1,10558909,80.47073171,23196.18375
Qatar,QAT,Asia,Western Asia,2011,0.837,7.16,1905437,77.443,85948.07046
Romania,ROU,Europe,Eastern Europe,2011,0.797,3.61,20111664,74.4097561,9104.995622
Rwanda,RWA,Africa,Sub-Saharan Africa,2011,0.475,4.98,10556429,64.106,624.1228849
Samoa,WSM,Oceania,Polynesia,2011,0.698,3.88,187434,73.513,3942.051645
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2011,0.553,NA,174646,66.008,1304.326189
Saudi Arabia,SAU,Asia,Western Asia,2011,0.818,4.39,28788438,73.73,23770.74739
Senegal,SEN,Africa,Sub-Saharan Africa,2011,0.463,2.87,13357003,64.814,1344.177217
Serbia,SRB,Europe,Southern Europe,2011,0.767,3.31,9023881,74.53658537,6423.291783
Seychelles,SYC,Africa,Sub-Saharan Africa,2011,0.755,4.82,93810,72.72439024,12189.09516
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2011,0.401,2.46,5908908,49.034,445.052005
Singapore,SGP,Asia,South-eastern Asia,2011,0.917,9.17,5190666,81.74390244,53237.56491
Slovenia,SVN,Europe,Southern Europe,2011,0.877,5.87,2059023,79.97073171,24985.24827
Solomon Islands,SLB,Oceania,Melanesia,2011,0.505,2.71,537648,69.001,1728.50516
South Africa,ZAF,Africa,Sub-Saharan Africa,2011,0.644,4.08,52237272,57.201,7967.678159
South Sudan,SSD,Africa,Sub-Saharan Africa,2011,0.419,NA,10510122,54.206,1653.131588
Spain,ESP,Europe,Southern Europe,2011,0.871,6.23,46708366,82.47560976,31835.2888
Sri Lanka,LKA,Asia,Southern Asia,2011,0.752,3.3,20315673,74.462,3214.014195
Sudan,SDN,Africa,Northern Africa,2011,0.468,1.56,36918193,63.019,1666.857757
Suriname,SUR,Americas,Latin America and the Caribbean,2011,0.708,3.03,523439,70.578,8319.67216
Sweden,SWE,Europe,Northern Europe,2011,0.903,9.3,9462352,81.80243902,59593.28711
Switzerland,CHE,Europe,Western Europe,2011,0.932,8.8,7925813,82.69512195,88415.62806
Tajikistan,TJK,Asia,Central Asia,2011,0.613,2.27,7753925,69.958,834.5412953
Thailand,THA,Asia,South-eastern Asia,2011,0.729,3.38,66902958,74.197,5491.159981
Timor-Leste,TLS,Asia,South-eastern Asia,2011,0.618,2.38,1077602,67.578,5021.462224
Togo,TGO,Africa,Sub-Saharan Africa,2011,0.464,2.38,6566179,58.092,579.0130763
Tonga,TON,Oceania,Polynesia,2011,0.717,3.14,104392,72.308,4044.979721
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2011,0.772,3.17,1334790,69.942,19004.15714
Tunisia,TUN,Africa,Northern Africa,2011,0.717,3.76,10758870,74.9,4256.91279
Turkey,TUR,Asia,Western Asia,2011,0.75,4.21,73517002,74.437,11340.82227
Turkmenistan,TKM,Asia,Central Asia,2011,0.672,1.6,5106672,66.928,5649.978486
Uganda,UGA,Africa,Sub-Saharan Africa,2011,0.477,2.43,34260342,57.796,574.9195768
Ukraine,UKR,Europe,Eastern Europe,2011,0.739,2.3,45477690,70.80926829,3569.757027
United Arab Emirates,ARE,Asia,Western Asia,2011,0.826,6.82,8734722,76.498,40434.36635
Uruguay,URY,Americas,Latin America and the Caribbean,2011,0.784,7.04,3385610,76.739,14166.49909
Uzbekistan,UZB,Asia,Central Asia,2011,0.673,1.62,28158395,70.322,1564.966945
Vanuatu,VUT,Oceania,Melanesia,2011,0.592,3.53,241876,70.988,3275.091684
Zambia,ZMB,Africa,Sub-Saharan Africa,2011,0.554,3.2,14343526,57.872,1644.619672
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2011,0.464,2.23,14255592,54.8,980.2088242
